1,contextcoffee,48.883900000000004,4.293125
1,labelcoffee,48.080475,6.10945
1,simplecoffee,47.784800000000004,3.9366749999999997
1,transparentcoffee,47.964475,16.006200000000003
2,contextcoffee,6.382149999999999,79.73542499999999
2,labelcoffee,1.046075,83.504475
2,simplecoffee,59.18885,19.34
2,transparentcoffee,-4.521575,63.8062
3,contextcoffee,57.2181,28.855349999999998
3,labelcoffee,63.074425000000005,28.507424999999998
3,simplecoffee,51.672125,24.625149999999998
3,transparentcoffee,60.641275,28.52605
4,contextcoffee,59.017975,10.7472
4,labelcoffee,52.3885,9.28355
4,simplecoffee,56.4058,9.991325
4,transparentcoffee,54.4238,11.752324999999999
5,contextcoffee,49.688075,22.794425
5,labelcoffee,43.817099999999996,17.27055
5,simplecoffee,53.521175,29.538175
5,transparentcoffee,49.643899999999995,18.401
6,contextcoffee,51.04405,10.812624999999999
6,labelcoffee,57.249325,11.2256
6,simplecoffee,58.4743,13.984774999999999
6,transparentcoffee,56.163725,9.634699999999999
7,contextcoffee,58.9535,9.95475
7,labelcoffee,62.9166,7.9834
7,simplecoffee,60.612075000000004,6.0942
7,transparentcoffee,54.08195,17.946675
8,contextcoffee,58.5997,-3.240275
8,labelcoffee,55.062975,-1.2242
8,simplecoffee,64.184025,-1.683375
8,transparentcoffee,60.360125000000004,1.297175
9,contextcoffee,17.8075,13.53735
9,labelcoffee,30.4397,14.695174999999999
9,simplecoffee,20.8199,6.851475
9,transparentcoffee,31.440999999999995,11.389675
10,contextcoffee,54.96305,-13.2944
10,labelcoffee,69.77465,-7.37765
10,simplecoffee,65.489375,-0.0237
10,transparentcoffee,54.1397,-7.690075
11,contextcoffee,47.191275,7.6121
11,labelcoffee,15.4365,19.035625
11,simplecoffee,47.958025,0.33892500000000003
11,transparentcoffee,44.61175,3.641825
12,contextcoffee,61.404675,1.306275
12,labelcoffee,54.062825000000004,-2.491225
12,simplecoffee,55.394875000000006,0.1651
12,transparentcoffee,57.353775000000006,-0.9339
13,contextcoffee,65.28162499999999,-11.935825000000001
13,labelcoffee,74.38492500000001,-8.104475
13,simplecoffee,66.896525,-4.253500000000001
13,transparentcoffee,60.34955,-20.135299999999997
14,contextcoffee,46.329825,14.545775
14,labelcoffee,49.2798,33.487024999999996
14,simplecoffee,45.577325,13.65345
14,transparentcoffee,39.0091,10.77195
15,contextcoffee,78.4692,24.63595
15,labelcoffee,70.1728,7.066450000000001
15,simplecoffee,66.84755000000001,4.650125
15,transparentcoffee,73.48632500000001,12.59075
16,contextcoffee,46.902175,29.954075
16,labelcoffee,58.860099999999996,14.3631
16,simplecoffee,55.478899999999996,20.07825
16,transparentcoffee,51.073750000000004,22.790575
17,contextcoffee,52.80625,13.449425
17,labelcoffee,51.989975,6.64805
17,simplecoffee,59.414475,19.38155
17,transparentcoffee,4.051725,-6.037225
18,contextcoffee,75.0589,23.006025
18,labelcoffee,61.581875000000004,16.4805
18,simplecoffee,62.117174999999996,16.12815
18,transparentcoffee,50.717675,35.363924999999995
19,contextcoffee,50.123574999999995,8.546399999999998
19,labelcoffee,59.161575,13.2239
19,simplecoffee,69.260625,13.712675
19,transparentcoffee,64.95779999999999,7.882999999999999
20,contextcoffee,75.3357,-4.782575
20,labelcoffee,80.218575,9.782124999999999
20,simplecoffee,81.992175,10.948599999999999
20,transparentcoffee,77.08624999999999,-0.641225
21,contextcoffee,38.418075,-4.929025
21,labelcoffee,51.177800000000005,-1.3197
21,simplecoffee,48.70335,-4.8644
21,transparentcoffee,56.305775000000004,-11.324074999999999
22,contextcoffee,53.808324999999996,11.850674999999999
22,labelcoffee,56.42065,14.1043
22,simplecoffee,66.646625,17.884825
22,transparentcoffee,58.378375000000005,9.01095
23,contextcoffee,70.0142,-10.2386
23,labelcoffee,75.610825,9.3224
23,simplecoffee,72.72834999999999,-1.576575
23,transparentcoffee,71.52125,-3.2683500000000003
24,contextcoffee,64.44082499999999,25.769725
24,labelcoffee,99.178075,19.3141
24,simplecoffee,97.317625,36.934725
24,transparentcoffee,92.89757499999999,26.349525
25,contextcoffee,71.34655,10.79865
25,labelcoffee,72.90005,4.034974999999999
25,simplecoffee,72.5364,5.4568
25,transparentcoffee,75.82457500000001,7.35645
26,contextcoffee,55.427274999999995,44.218975
26,labelcoffee,26.7923,45.773649999999996
26,simplecoffee,47.382825000000004,57.49745
26,transparentcoffee,45.748974999999994,56.2834
27,contextcoffee,71.5589,25.49175
27,labelcoffee,80.1512,27.903000000000002
27,simplecoffee,72.52505,15.660299999999998
27,transparentcoffee,87.93299999999999,22.765925
28,contextcoffee,51.659825,-2.6970750000000003
28,labelcoffee,56.174925,9.524225000000001
28,simplecoffee,53.37245,2.8696
28,transparentcoffee,60.11405,-5.120575
29,contextcoffee,44.223825,19.657874999999997
29,labelcoffee,8.419025,33.285325
29,simplecoffee,11.042425,31.94525
29,transparentcoffee,27.63835,36.50597500000001
30,contextcoffee,55.8283,-1.645725
30,labelcoffee,66.66669999999999,-2.029925
30,simplecoffee,62.26435,4.3837
30,transparentcoffee,63.942375,6.348925
31,contextcoffee,58.999325,14.168775
31,labelcoffee,53.266675,18.691
31,simplecoffee,55.218325,17.614749999999997
31,transparentcoffee,48.4336,13.120425
32,contextcoffee,-10.363025,65.624325
32,labelcoffee,-1.383825,66.94500000000001
32,simplecoffee,-15.618450000000001,61.992850000000004
32,transparentcoffee,-12.20725,58.892325
33,contextcoffee,56.43865,10.81385
33,labelcoffee,51.979025,17.702875
33,simplecoffee,52.710175,21.420825
33,transparentcoffee,5.250925,11.5081
34,contextcoffee,62.93129999999999,10.687475000000001
34,labelcoffee,54.916775,3.84505
34,simplecoffee,59.362325,8.454575
34,transparentcoffee,45.4752,-1.4664249999999999
35,contextcoffee,66.146575,-23.613725
35,labelcoffee,54.887075,-10.629825
35,simplecoffee,58.21205,-12.87365
35,transparentcoffee,58.488175000000005,-17.89325
36,contextcoffee,51.596025,11.009450000000001
36,labelcoffee,54.326575000000005,2.489125
36,simplecoffee,42.54855,13.268175
36,transparentcoffee,51.143,1.71485
37,contextcoffee,56.440175,5.213
37,labelcoffee,57.48285,4.072675
37,simplecoffee,55.0648,5.555924999999999
37,transparentcoffee,54.3251,5.197375
38,contextcoffee,63.669375,2.015875
38,labelcoffee,71.285375,7.87885
38,simplecoffee,66.80357500000001,6.82285
38,transparentcoffee,63.2094,0.6934
39,contextcoffee,6.3261,15.684725
39,labelcoffee,74.107525,1.072475
39,simplecoffee,56.069075000000005,0.26837500000000003
39,transparentcoffee,67.5487,-2.643
40,contextcoffee,66.937325,-6.0574
40,labelcoffee,30.6297,-0.6655
40,simplecoffee,43.88135,8.183825
40,transparentcoffee,36.274775000000005,3.093775
41,contextcoffee,50.109275000000004,17.888275
41,labelcoffee,43.232600000000005,33.800475000000006
41,simplecoffee,54.7338,21.391875000000002
41,transparentcoffee,34.71295,13.562275
42,contextcoffee,60.7849,2.70695
42,labelcoffee,73.134275,-7.6343499999999995
42,simplecoffee,67.71242500000001,5.4019
42,transparentcoffee,46.94955,3.754025
43,contextcoffee,50.536825,12.141575
43,labelcoffee,56.700675,40.673475
43,simplecoffee,-16.1878,19.32
43,transparentcoffee,-0.393625,0.1021
44,contextcoffee,27.630075,14.404725000000001
44,labelcoffee,30.2299,9.9681
44,simplecoffee,31.747575,16.592675
44,transparentcoffee,20.629974999999998,10.399425
45,contextcoffee,76.5721,18.627425
45,labelcoffee,68.70755000000001,19.402575
45,simplecoffee,73.541,22.24605
45,transparentcoffee,72.07845,5.744924999999999
46,contextcoffee,50.671124999999996,8.8239
